Attack_Name,Claim_Path,Sample_Key,S_curr,S_signal,S_time,S_without_topology,Signal_Anchor_Count,Missing_S_curr,Missing_S_signal,Missing_S_time
forged_trace,交叉_小米MAX3_移动卡/20230709_1303,20230709_1303,0.860857,0.8310831999999999,0.982666,0.8712339000000001,5,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230709_1315,20230709_1315,0.887613,0.8386952857142856,1.0,0.890038261904762,7,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_1925,20230920_1925,0.977742,0.8386461428571429,1.0,0.9350863809523811,7,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_1931,20230920_1931,0.983737,0.8416315714285715,1.0,0.9390790238095239,7,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_1937,20230920_1937,0.956577,0.8472415,1.0,0.9273690000000001,4,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_1943,20230920_1943,0.853604,0.8481602857142858,0.924695,0.8636379285714287,7,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_2002,20230920_2002,0.862954,0.8308354,0.802001,0.8420889666666667,5,False,False,False
forged_trace,交叉_小米MAX3_移动卡/20230920_2008,20230920_2008,0.990923,0.8431902000000001,0.882308,0.9235762333333334,5,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2054,20230920_2054,0.591423,0.7823492500000001,0.9627793333333333,0.7169578055555557,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1324,20230709_1324,0.7160556666666666,0.84111425,0.9598483333333334,0.7983739722222223,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2018,20230920_2018,0.5094315,0.804742111111111,0.8682445,0.667670537037037,18,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2111,20230923_2111,0.674167,0.7416201666666667,0.882508,0.7313748888888889,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1324,20230709_1324,0.7160556666666666,0.84111425,0.9598483333333334,0.7983739722222223,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2048,20230923_2048,0.6105222,0.8105187142857142,0.9270446,0.7299414380952381,35,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2018,20230920_2018,0.5094315,0.804742111111111,0.8682445,0.667670537037037,18,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1954,20240523_1954,0.5117915,0.849509,0.9551625,0.6982591666666667,10,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2054,20230923_2054,0.463997,0.8174592,0.931653,0.6597604,5,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2048,20230923_2048,0.6105222,0.8105187142857142,0.9270446,0.7299414380952381,35,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2123,20230923_2123,0.8730685,0.782706625,0.9183975,0.8505027083333334,16,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1340,20230709_1340,0.49387,0.8379899999999999,0.968743,0.6877221666666666,5,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2048,20230923_2048,0.6105222,0.8105187142857142,0.9270446,0.7299414380952381,35,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1334,20230709_1334,0.5927555,0.8153908,0.9684699999999999,0.7295863500000002,10,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1334,20230709_1334,0.5927555,0.8153908,0.9684699999999999,0.7295863500000002,10,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230709_1324,20230709_1324,0.7160556666666666,0.84111425,0.9598483333333334,0.7983739722222223,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2123,20230923_2123,0.8730685,0.782706625,0.9183975,0.8505027083333334,16,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2111,20230923_2111,0.674167,0.7416201666666667,0.882508,0.7313748888888889,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1954,20240523_1954,0.5117915,0.849509,0.9551625,0.6982591666666667,10,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2048,20230923_2048,0.6105222,0.8105187142857142,0.9270446,0.7299414380952381,35,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2048,20230920_2048,0.521102,0.7723494000000001,0.974034,0.6803398,5,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2048,20230923_2048,0.6105222,0.8105187142857142,0.9270446,0.7299414380952381,35,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2054,20230920_2054,0.591423,0.7823492500000001,0.9627793333333333,0.7169578055555557,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2043,20230923_2043,0.505616,0.741445375,0.932871,0.6554349583333334,8,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2117,20230923_2117,0.8465050000000001,0.7686037142857144,0.9332625,0.8349974880952381,14,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2106,20230923_2106,0.911026,0.7760184000000001,0.936299,0.8702356333333334,5,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230923_2117,20230923_2117,0.8465050000000001,0.7686037142857144,0.9332625,0.8349974880952381,14,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20230920_2054,20230920_2054,0.591423,0.7823492500000001,0.9627793333333333,0.7169578055555557,12,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
replay_trace,交叉_小米MAX3_电信卡/20240523_1959,20240523_1959,0.7080861666666666,0.860379,0.9111951666666668,0.7927019444444444,24,False,False,False
trace_transplant,荟聚003-0413/20250413_1934,20250413_1934,0.39294633333333334,0.8151055,0.9708806666666666,0.6299884444444445,2,False,False,False
trace_transplant,荟聚003-0413/20250413_1934,20250413_1934,0.39294633333333334,0.8151055,0.9708806666666666,0.6299884444444445,2,False,False,False
trace_transplant,荟聚003-0413/20250413_1934,20250413_1934,0.39294633333333334,0.8151055,0.9708806666666666,0.6299884444444445,2,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1917,20250413_1917,0.6227746666666666,0.7892383333333334,0.7694593333333334,0.7027100000000001,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1910,20250413_1910,0.8597852500000001,0.784605,0.789012,0.822929625,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1910,20250413_1910,0.8597852500000001,0.784605,0.789012,0.822929625,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1910,20250413_1910,0.8597852500000001,0.784605,0.789012,0.822929625,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
trace_transplant,荟聚001-0413/20250413_1913,20250413_1913,0.9525541666666667,0.7585326666666666,0.7968151666666667,0.8619238333333334,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1915,20250413_1915,0.835551,0.795356,0.7963785,0.8156239166666667,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
trace_transplant,荟聚001-0413/20250413_1917,20250413_1917,0.6227746666666666,0.7892383333333334,0.7694593333333334,0.7027100000000001,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1917,20250413_1917,0.6227746666666666,0.7892383333333334,0.7694593333333334,0.7027100000000001,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1910,20250413_1910,0.8597852500000001,0.784605,0.789012,0.822929625,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1911,20250413_1911,0.6019697777777778,0.787909,0.7679165555555555,0.691607314814815,3,False,False,False
trace_transplant,荟聚001-0413/20250413_1908,20250413_1908,0.8312113333333334,0.771537,0.7819838333333333,0.8031153055555558,1,False,False,False
