Sample_ID,Class_Name,Label,S_total,Source
genuine_0001,Genuine,1,0.89795858169407,synthetic_for_roc
genuine_0002,Genuine,1,0.8188404244110856,synthetic_for_roc
genuine_0003,Genuine,1,0.8061047890592533,synthetic_for_roc
genuine_0004,Genuine,1,0.8793857699320903,synthetic_for_roc
genuine_0005,Genuine,1,0.7247034182797137,synthetic_for_roc
genuine_0006,Genuine,1,0.8681516231416857,synthetic_for_roc
genuine_0007,Genuine,1,0.8603798727804104,synthetic_for_roc
genuine_0008,Genuine,1,0.9094207378341969,synthetic_for_roc
genuine_0009,Genuine,1,0.8470765271166525,synthetic_for_roc
genuine_0010,Genuine,1,0.7270175835183947,synthetic_for_roc
genuine_0011,Genuine,1,0.8400021687203288,synthetic_for_roc
genuine_0012,Genuine,1,0.9271482395457403,synthetic_for_roc
genuine_0013,Genuine,1,1.0,synthetic_for_roc
genuine_0014,Genuine,1,0.9465574447203842,synthetic_for_roc
genuine_0015,Genuine,1,0.7726190041519069,synthetic_for_roc
genuine_0016,Genuine,1,0.8013078341031867,synthetic_for_roc
genuine_0017,Genuine,1,0.9583940074722184,synthetic_for_roc
genuine_0018,Genuine,1,0.8557943178156081,synthetic_for_roc
genuine_0019,Genuine,1,0.8493969073028621,synthetic_for_roc
genuine_0020,Genuine,1,1.0,synthetic_for_roc
genuine_0021,Genuine,1,0.9365468659970806,synthetic_for_roc
genuine_0022,Genuine,1,0.9476847077613031,synthetic_for_roc
genuine_0023,Genuine,1,0.9752689694023922,synthetic_for_roc
genuine_0024,Genuine,1,0.8920870107621239,synthetic_for_roc
genuine_0025,Genuine,1,0.8281161542150868,synthetic_for_roc
genuine_0026,Genuine,1,0.8553183516282302,synthetic_for_roc
genuine_0027,Genuine,1,0.8089107695931728,synthetic_for_roc
genuine_0028,Genuine,1,0.9585410443634668,synthetic_for_roc
genuine_0029,Genuine,1,0.8906478628148455,synthetic_for_roc
genuine_0030,Genuine,1,0.7906512394213332,synthetic_for_roc
genuine_0031,Genuine,1,0.8845173207838803,synthetic_for_roc
genuine_0032,Genuine,1,0.8190343139490263,synthetic_for_roc
genuine_0033,Genuine,1,0.8270290870649336,synthetic_for_roc
genuine_0034,Genuine,1,0.8319891692480121,synthetic_for_roc
genuine_0035,Genuine,1,0.7482295799530584,synthetic_for_roc
genuine_0036,Genuine,1,0.8273426343013455,synthetic_for_roc
genuine_0037,Genuine,1,0.9741907615543208,synthetic_for_roc
genuine_0038,Genuine,1,0.8448457379315634,synthetic_for_roc
genuine_0039,Genuine,1,0.9475349905368622,synthetic_for_roc
genuine_0040,Genuine,1,0.8853646781747255,synthetic_for_roc
genuine_0041,Genuine,1,0.9856556106122264,synthetic_for_roc
genuine_0042,Genuine,1,0.8918299110348059,synthetic_for_roc
genuine_0043,Genuine,1,0.9056432478274341,synthetic_for_roc
genuine_0044,Genuine,1,0.8447876267442463,synthetic_for_roc
genuine_0045,Genuine,1,0.8772971739138387,synthetic_for_roc
genuine_0046,Genuine,1,0.8644705866080943,synthetic_for_roc
genuine_0047,Genuine,1,0.8000223228966475,synthetic_for_roc
genuine_0048,Genuine,1,0.8935985594024995,synthetic_for_roc
genuine_0049,Genuine,1,0.8193244827322925,synthetic_for_roc
genuine_0050,Genuine,1,0.8949892565390052,synthetic_for_roc
genuine_0051,Genuine,1,0.7932159219234034,synthetic_for_roc
genuine_0052,Genuine,1,0.8347193528199086,synthetic_for_roc
genuine_0053,Genuine,1,0.8253213494815843,synthetic_for_roc
genuine_0054,Genuine,1,0.9105606660751172,synthetic_for_roc
genuine_0055,Genuine,1,0.7733438510033962,synthetic_for_roc
genuine_0056,Genuine,1,0.926449629610846,synthetic_for_roc
genuine_0057,Genuine,1,0.8687842288345436,synthetic_for_roc
genuine_0058,Genuine,1,0.8616119225137384,synthetic_for_roc
genuine_0059,Genuine,1,0.9075028489699832,synthetic_for_roc
genuine_0060,Genuine,1,0.9338405683379343,synthetic_for_roc
genuine_0061,Genuine,1,0.9333280558987184,synthetic_for_roc
genuine_0062,Genuine,1,0.8294216555640924,synthetic_for_roc
genuine_0063,Genuine,1,0.839504780800104,synthetic_for_roc
genuine_0064,Genuine,1,0.965415707433627,synthetic_for_roc
genuine_0065,Genuine,1,0.7357743761230137,synthetic_for_roc
genuine_0066,Genuine,1,0.9440416240361468,synthetic_for_roc
genuine_0067,Genuine,1,0.9480500298120826,synthetic_for_roc
genuine_0068,Genuine,1,0.9272617944041451,synthetic_for_roc
genuine_0069,Genuine,1,0.9407506795204557,synthetic_for_roc
genuine_0070,Genuine,1,0.7689311321911347,synthetic_for_roc
genuine_0071,Genuine,1,0.9236226243490245,synthetic_for_roc
genuine_0072,Genuine,1,0.9201152921099373,synthetic_for_roc
genuine_0073,Genuine,1,0.8903294911080752,synthetic_for_roc
genuine_0074,Genuine,1,0.772100539745959,synthetic_for_roc
genuine_0075,Genuine,1,0.9424650515046762,synthetic_for_roc
genuine_0076,Genuine,1,0.9695567801316837,synthetic_for_roc
genuine_0077,Genuine,1,0.7804289087155686,synthetic_for_roc
genuine_0078,Genuine,1,0.839404722651202,synthetic_for_roc
genuine_0079,Genuine,1,0.9553901692677387,synthetic_for_roc
genuine_0080,Genuine,1,0.7591300688931809,synthetic_for_roc
genuine_0081,Genuine,1,0.8207245544670061,synthetic_for_roc
genuine_0082,Genuine,1,0.8685163297510154,synthetic_for_roc
genuine_0083,Genuine,1,0.7698170911169431,synthetic_for_roc
genuine_0084,Genuine,1,0.7644908028740535,synthetic_for_roc
genuine_0085,Genuine,1,0.6715257617167201,synthetic_for_roc
genuine_0086,Genuine,1,0.9042662070388217,synthetic_for_roc
genuine_0087,Genuine,1,0.7370676282858942,synthetic_for_roc
genuine_0088,Genuine,1,0.6717048632142619,synthetic_for_roc
genuine_0089,Genuine,1,0.7964809799294307,synthetic_for_roc
genuine_0090,Genuine,1,1.0,synthetic_for_roc
genuine_0091,Genuine,1,1.0,synthetic_for_roc
genuine_0092,Genuine,1,0.9238461123543604,synthetic_for_roc
genuine_0093,Genuine,1,0.8464987097313391,synthetic_for_roc
genuine_0094,Genuine,1,0.7862368449399246,synthetic_for_roc
genuine_0095,Genuine,1,0.8136614746577043,synthetic_for_roc
genuine_0096,Genuine,1,0.6769567730790655,synthetic_for_roc
genuine_0097,Genuine,1,0.8748984629964272,synthetic_for_roc
genuine_0098,Genuine,1,0.9390782923234963,synthetic_for_roc
genuine_0099,Genuine,1,0.8025418732400158,synthetic_for_roc
genuine_0100,Genuine,1,0.8662262240161067,synthetic_for_roc
genuine_0101,Genuine,1,0.752589769247842,synthetic_for_roc
genuine_0102,Genuine,1,0.8742255068715753,synthetic_for_roc
genuine_0103,Genuine,1,0.7235350188303162,synthetic_for_roc
genuine_0104,Genuine,1,0.9422179751498804,synthetic_for_roc
genuine_0105,Genuine,1,0.7354549534285769,synthetic_for_roc
genuine_0106,Genuine,1,0.8790020180237079,synthetic_for_roc
genuine_0107,Genuine,1,0.7450687607402434,synthetic_for_roc
genuine_0108,Genuine,1,0.8570137448129377,synthetic_for_roc
genuine_0109,Genuine,1,0.9331445424013864,synthetic_for_roc
genuine_0110,Genuine,1,0.891842161091009,synthetic_for_roc
genuine_0111,Genuine,1,0.9428023305773701,synthetic_for_roc
genuine_0112,Genuine,1,0.9304050859388711,synthetic_for_roc
genuine_0113,Genuine,1,0.8061824994087868,synthetic_for_roc
genuine_0114,Genuine,1,0.9222125899654275,synthetic_for_roc
genuine_0115,Genuine,1,0.9006467761346346,synthetic_for_roc
genuine_0116,Genuine,1,0.7495109911834161,synthetic_for_roc
genuine_0117,Genuine,1,0.9321430374733759,synthetic_for_roc
genuine_0118,Genuine,1,0.8813446727212111,synthetic_for_roc
genuine_0119,Genuine,1,0.903621314134796,synthetic_for_roc
genuine_0120,Genuine,1,0.9137336693742187,synthetic_for_roc
genuine_0121,Genuine,1,0.8396558243559138,synthetic_for_roc
genuine_0122,Genuine,1,0.8763652741116108,synthetic_for_roc
genuine_0123,Genuine,1,0.8484123378408469,synthetic_for_roc
genuine_0124,Genuine,1,0.8604957995080267,synthetic_for_roc
genuine_0125,Genuine,1,0.8012239158541419,synthetic_for_roc
genuine_0126,Genuine,1,0.8902113099961676,synthetic_for_roc
genuine_0127,Genuine,1,0.7834577342994289,synthetic_for_roc
genuine_0128,Genuine,1,0.8878029076645807,synthetic_for_roc
genuine_0129,Genuine,1,0.8418391707655903,synthetic_for_roc
genuine_0130,Genuine,1,0.9321982583833142,synthetic_for_roc
genuine_0131,Genuine,1,0.8754825397354209,synthetic_for_roc
genuine_0132,Genuine,1,0.6329365672321527,synthetic_for_roc
genuine_0133,Genuine,1,0.9007614791230714,synthetic_for_roc
genuine_0134,Genuine,1,0.8920681062043034,synthetic_for_roc
genuine_0135,Genuine,1,0.7917696051010608,synthetic_for_roc
genuine_0136,Genuine,1,0.9904624452742493,synthetic_for_roc
genuine_0137,Genuine,1,0.9079266573221338,synthetic_for_roc
genuine_0138,Genuine,1,0.913323499918532,synthetic_for_roc
genuine_0139,Genuine,1,0.815246806912101,synthetic_for_roc
genuine_0140,Genuine,1,0.895568326056791,synthetic_for_roc
genuine_0141,Genuine,1,0.8677949351116816,synthetic_for_roc
genuine_0142,Genuine,1,0.8522020639264073,synthetic_for_roc
genuine_0143,Genuine,1,0.8179648027963301,synthetic_for_roc
genuine_0144,Genuine,1,0.8881484069390808,synthetic_for_roc
genuine_0145,Genuine,1,0.735217358421826,synthetic_for_roc
genuine_0146,Genuine,1,0.8755608570146544,synthetic_for_roc
genuine_0147,Genuine,1,0.9400430201147367,synthetic_for_roc
genuine_0148,Genuine,1,0.8825400927570025,synthetic_for_roc
genuine_0149,Genuine,1,0.8529004155683405,synthetic_for_roc
genuine_0150,Genuine,1,0.7328603517660075,synthetic_for_roc
genuine_0151,Genuine,1,0.762223718247302,synthetic_for_roc
genuine_0152,Genuine,1,0.9670943736988704,synthetic_for_roc
genuine_0153,Genuine,1,0.8583748632293781,synthetic_for_roc
genuine_0154,Genuine,1,1.0,synthetic_for_roc
genuine_0155,Genuine,1,0.9857138375661442,synthetic_for_roc
genuine_0156,Genuine,1,0.8112991343124393,synthetic_for_roc
genuine_0157,Genuine,1,0.8350819408328177,synthetic_for_roc
genuine_0158,Genuine,1,0.8882667904540336,synthetic_for_roc
genuine_0159,Genuine,1,0.998369360653631,synthetic_for_roc
genuine_0160,Genuine,1,0.945298266416599,synthetic_for_roc
genuine_0161,Genuine,1,0.9089848460736533,synthetic_for_roc
genuine_0162,Genuine,1,0.8624452848395076,synthetic_for_roc
genuine_0163,Genuine,1,0.7304650269807159,synthetic_for_roc
genuine_0164,Genuine,1,0.7905984734023435,synthetic_for_roc
genuine_0165,Genuine,1,0.7767290257028356,synthetic_for_roc
genuine_0166,Genuine,1,0.864834977469284,synthetic_for_roc
genuine_0167,Genuine,1,0.9831752482432334,synthetic_for_roc
genuine_0168,Genuine,1,0.8501550880745459,synthetic_for_roc
genuine_0169,Genuine,1,0.8797193191098543,synthetic_for_roc
genuine_0170,Genuine,1,0.8559953544363813,synthetic_for_roc
genuine_0171,Genuine,1,0.8319989570885579,synthetic_for_roc
genuine_0172,Genuine,1,0.8155786800516839,synthetic_for_roc
genuine_0173,Genuine,1,0.899405613121502,synthetic_for_roc
genuine_0174,Genuine,1,0.8865645002669409,synthetic_for_roc
genuine_0175,Genuine,1,0.776158304258915,synthetic_for_roc
genuine_0176,Genuine,1,0.7707217059857069,synthetic_for_roc
genuine_0177,Genuine,1,0.9568948027266528,synthetic_for_roc
genuine_0178,Genuine,1,0.7812929702106829,synthetic_for_roc
genuine_0179,Genuine,1,0.8332592275161343,synthetic_for_roc
genuine_0180,Genuine,1,0.9186327870865525,synthetic_for_roc
genuine_0181,Genuine,1,0.8797756337354509,synthetic_for_roc
genuine_0182,Genuine,1,0.8666281836659016,synthetic_for_roc
genuine_0183,Genuine,1,0.9479214836041348,synthetic_for_roc
genuine_0184,Genuine,1,0.8404027630041684,synthetic_for_roc
genuine_0185,Genuine,1,0.9255003464835897,synthetic_for_roc
genuine_0186,Genuine,1,0.9217749575687544,synthetic_for_roc
genuine_0187,Genuine,1,0.8856861241529808,synthetic_for_roc
genuine_0188,Genuine,1,0.7890354859569126,synthetic_for_roc
genuine_0189,Genuine,1,0.8908689726545057,synthetic_for_roc
genuine_0190,Genuine,1,0.9192123850141449,synthetic_for_roc
genuine_0191,Genuine,1,0.8200129518606146,synthetic_for_roc
genuine_0192,Genuine,1,0.9220577929299261,synthetic_for_roc
genuine_0193,Genuine,1,0.7928790669756735,synthetic_for_roc
genuine_0194,Genuine,1,0.7527817730270225,synthetic_for_roc
genuine_0195,Genuine,1,0.8578190038480971,synthetic_for_roc
genuine_0196,Genuine,1,0.8050597380427394,synthetic_for_roc
genuine_0197,Genuine,1,0.7265457145470564,synthetic_for_roc
genuine_0198,Genuine,1,0.6638297655901904,synthetic_for_roc
genuine_0199,Genuine,1,0.8346651094645714,synthetic_for_roc
genuine_0200,Genuine,1,0.8362840611374851,synthetic_for_roc
genuine_0201,Genuine,1,0.8119902855252559,synthetic_for_roc
genuine_0202,Genuine,1,0.8747974893082858,synthetic_for_roc
genuine_0203,Genuine,1,0.836639276659763,synthetic_for_roc
genuine_0204,Genuine,1,0.8135572857711013,synthetic_for_roc
genuine_0205,Genuine,1,0.9948563823149004,synthetic_for_roc
genuine_0206,Genuine,1,0.8415519180710461,synthetic_for_roc
genuine_0207,Genuine,1,0.856212676083666,synthetic_for_roc
genuine_0208,Genuine,1,0.9272179682215338,synthetic_for_roc
genuine_0209,Genuine,1,0.8358645646566759,synthetic_for_roc
genuine_0210,Genuine,1,0.826759730522748,synthetic_for_roc
genuine_0211,Genuine,1,0.8596026266051748,synthetic_for_roc
genuine_0212,Genuine,1,0.7992508567102781,synthetic_for_roc
genuine_0213,Genuine,1,0.8532136403612199,synthetic_for_roc
genuine_0214,Genuine,1,0.9448859395529183,synthetic_for_roc
genuine_0215,Genuine,1,0.8749813190921287,synthetic_for_roc
genuine_0216,Genuine,1,0.8649754459227043,synthetic_for_roc
genuine_0217,Genuine,1,0.781930377467107,synthetic_for_roc
genuine_0218,Genuine,1,0.7677433923149294,synthetic_for_roc
genuine_0219,Genuine,1,0.8579575588401648,synthetic_for_roc
genuine_0220,Genuine,1,0.831956913992903,synthetic_for_roc
genuine_0221,Genuine,1,0.8583657391301659,synthetic_for_roc
genuine_0222,Genuine,1,0.8268157144247692,synthetic_for_roc
genuine_0223,Genuine,1,0.9431051090478221,synthetic_for_roc
genuine_0224,Genuine,1,0.8476572522060387,synthetic_for_roc
genuine_0225,Genuine,1,0.9048348741039859,synthetic_for_roc
genuine_0226,Genuine,1,0.658286157238695,synthetic_for_roc
genuine_0227,Genuine,1,0.8305470984498725,synthetic_for_roc
genuine_0228,Genuine,1,0.9104190393658756,synthetic_for_roc
genuine_0229,Genuine,1,0.9309717228235577,synthetic_for_roc
genuine_0230,Genuine,1,0.9156864754065988,synthetic_for_roc
genuine_0231,Genuine,1,1.0,synthetic_for_roc
genuine_0232,Genuine,1,0.8063536085680395,synthetic_for_roc
genuine_0233,Genuine,1,0.8352832522469459,synthetic_for_roc
genuine_0234,Genuine,1,0.892047269159628,synthetic_for_roc
genuine_0235,Genuine,1,0.8875218607519012,synthetic_for_roc
genuine_0236,Genuine,1,0.832835328283789,synthetic_for_roc
genuine_0237,Genuine,1,0.9607030111565177,synthetic_for_roc
genuine_0238,Genuine,1,0.9229147101064333,synthetic_for_roc
genuine_0239,Genuine,1,0.9634568176279419,synthetic_for_roc
genuine_0240,Genuine,1,0.7087115743681717,synthetic_for_roc
genuine_0241,Genuine,1,0.835600844154646,synthetic_for_roc
genuine_0242,Genuine,1,0.8997117256560753,synthetic_for_roc
genuine_0243,Genuine,1,0.8026221982261927,synthetic_for_roc
